Year,State,District,RICE YIELD (Kg per ha),RICE IRRIGATED AREA (1000 ha),RABI SORGHUM YIELD (Kg per ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM YIELD (Kg per ha),SORGHUM IRRIGATED AREA (1000 ha),SUGARCANE YIELD (Kg per ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON YIELD (Kg per ha),COTTON IRRIGATED AREA (1000 ha),Zn %,Fe%,Cu %,Mn %,B %,S %
1985,Chhattisgarh,Bilaspur,1376.44,150.3,0,0,1055.56,0,2375,0.4,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1985,Chhattisgarh,Bilaspur,1376.44,150.3,0,0,1055.56,0,2375,0.4,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1986,Chhattisgarh,Bilaspur,1365.82,193.8,0,0,789.47,0,2500,0.6,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1986,Chhattisgarh,Bilaspur,1365.82,193.8,0,0,789.47,0,2500,0.6,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1987,Chhattisgarh,Bilaspur,1079.94,201.2,0,0,600,0,2461.54,0.6,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1987,Chhattisgarh,Bilaspur,1079.94,201.2,0,0,600,0,2461.54,0.6,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1988,Chhattisgarh,Bilaspur,1372.92,212.6,0,0,750,0,2500,0.6,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1988,Chhattisgarh,Bilaspur,1372.92,212.6,0,0,750,0,2500,0.6,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1989,Chhattisgarh,Bilaspur,1040.21,213.9,0,0,812.5,0,2357.14,0.6,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1989,Chhattisgarh,Bilaspur,1040.21,213.9,0,0,812.5,0,2357.14,0.6,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1990,Chhattisgarh,Bilaspur,1398.4,221.28,0,0,750,0,2558.14,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1990,Chhattisgarh,Bilaspur,1398.4,221.28,0,0,750,0,2558.14,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1991,Chhattisgarh,Bilaspur,1296.55,251.83,0,0,818.18,0,2000,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1991,Chhattisgarh,Bilaspur,1296.55,251.83,0,0,818.18,0,2000,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1992,Chhattisgarh,Bilaspur,1046.83,260.78,0,0,818.18,0,2659.57,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1992,Chhattisgarh,Bilaspur,1046.83,260.78,0,0,818.18,0,2659.57,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1993,Chhattisgarh,Bilaspur,1351.81,241.49,0,0,833.33,0,2500,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1993,Chhattisgarh,Bilaspur,1351.81,241.49,0,0,833.33,0,2500,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1994,Chhattisgarh,Bilaspur,1617.9,266.56,0,0,700,0,2666.67,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1994,Chhattisgarh,Bilaspur,1617.9,266.56,0,0,700,0,2666.67,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1995,Chhattisgarh,Bilaspur,1331.5,260.68,0,0,818.18,0,3384.62,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1995,Chhattisgarh,Bilaspur,1331.5,260.68,0,0,818.18,0,3384.62,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1996,Chhattisgarh,Bilaspur,1340.84,301.06,0,0,900,0,3277.78,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1996,Chhattisgarh,Bilaspur,1340.84,301.06,0,0,900,0,3277.78,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1997,Chhattisgarh,Bilaspur,495.81,275.72,0,0,416.67,0,2857.14,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1997,Chhattisgarh,Bilaspur,495.81,275.72,0,0,416.67,0,2857.14,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1998,Chhattisgarh,Bilaspur,812.27,295.451,0,0,1000,0,2736.87,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1998,Chhattisgarh,Bilaspur,812.27,295.451,0,0,1000,0,2736.87,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1999,Chhattisgarh,Bilaspur,1498.18,309.997,0,0,0,0,2842.85,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
1999,Chhattisgarh,Bilaspur,1498.18,309.997,0,0,0,0,2842.85,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2000,Chhattisgarh,Bilaspur,621.31,262.137,0,0,757.18,0,224.85,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2000,Chhattisgarh,Bilaspur,621.31,262.137,0,0,757.18,0,224.85,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2001,Chhattisgarh,Bilaspur,1422.13,279.707,0,0,987.26,0,217.12,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2001,Chhattisgarh,Bilaspur,1422.13,279.707,0,0,987.26,0,217.12,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2002,Chhattisgarh,Bilaspur,875.59,272.454,0,0,969.58,0,231.8,0.28,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2002,Chhattisgarh,Bilaspur,875.59,272.454,0,0,969.58,0,231.8,0.28,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2003,Chhattisgarh,Bilaspur,1424.48,269.074,0,0,867.15,0,229.56,0.641,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2003,Chhattisgarh,Bilaspur,1424.48,269.074,0,0,867.15,0,229.56,0.641,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2004,Chhattisgarh,Bilaspur,1228.45,303.514,0,0,606.03,0,244.72,0.681,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2004,Chhattisgarh,Bilaspur,1228.45,303.514,0,0,606.03,0,244.72,0.681,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2005,Chhattisgarh,Bilaspur,1228.45,321.641,0,0,599.03,0,244.72,0.844,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2005,Chhattisgarh,Bilaspur,1228.45,321.641,0,0,599.03,0,244.72,0.844,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2006,Chhattisgarh,Bilaspur,1581.33,360.392,0,0,801.27,0,137.66,1.606,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2006,Chhattisgarh,Bilaspur,1581.33,360.392,0,0,801.27,0,137.66,1.606,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2007,Chhattisgarh,Bilaspur,1619.32,343.24,0,0,866.26,0,133.19,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2007,Chhattisgarh,Bilaspur,1619.32,343.24,0,0,866.26,0,133.19,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2008,Chhattisgarh,Bilaspur,1428.76,386.558,0,0,1247.99,0,143.66,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2008,Chhattisgarh,Bilaspur,1428.76,386.558,0,0,1247.99,0,143.66,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2009,Chhattisgarh,Bilaspur,1427.57,357.485,0,0,1340.51,0,248.51,0,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2009,Chhattisgarh,Bilaspur,1427.57,357.485,0,0,1340.51,0,248.51,0,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2010,Chhattisgarh,Bilaspur,1889.83,367.647,869.57,0,1276.24,0,232.46,1.342,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2010,Chhattisgarh,Bilaspur,1889.83,367.647,869.57,0,1276.24,0,232.46,1.342,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2011,Chhattisgarh,Bilaspur,2079.01,400.592,0,0,643.05,0,657.17,2.788,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2011,Chhattisgarh,Bilaspur,2079.01,400.592,0,0,643.05,0,657.17,2.788,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2012,Chhattisgarh,Bilaspur,2337.61,400.243,0,0,644.33,0,240.21,3.304,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2012,Chhattisgarh,Bilaspur,2337.61,400.243,0,0,644.33,0,240.21,3.304,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2013,Chhattisgarh,Bilaspur,2171.95,378.675,0,0,564.95,0,237.88,3.738,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2013,Chhattisgarh,Bilaspur,2171.95,378.675,0,0,564.95,0,237.88,3.738,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2014,Chhattisgarh,Bilaspur,2310.43,382.425,0,0,779.04,0,633.11,5.09,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2014,Chhattisgarh,Bilaspur,2310.43,382.425,0,0,779.04,0,633.11,5.09,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2015,Chhattisgarh,Bilaspur,1831.92,382.919,0,0,889.83,0,224.31,5.89,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2015,Chhattisgarh,Bilaspur,1831.92,382.919,0,0,889.83,0,224.31,5.89,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2016,Chhattisgarh,Bilaspur,2554.21,386.966,0,0,1441.48,0,426.57,6.437,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2016,Chhattisgarh,Bilaspur,2554.21,386.966,0,0,1441.48,0,426.57,6.437,0,0,67.45,92.95,99.71,84.7,99.83,99.77
2017,Chhattisgarh,Bilaspur,1779.97,399.825,0,0,1373.28,0,109.36,7.484,0,0,74.54,96.48,98.45,93.32,86.97,88.01
2017,Chhattisgarh,Bilaspur,1779.97,399.825,0,0,1373.28,0,109.36,7.484,0,0,67.45,92.95,99.71,84.7,99.83,99.77
1966,Chhattisgarh,Raigarh,611.45,8.2,0,0,1000,0,3285.71,1.4,500,0,67.77,99.22,98.38,98.72,97.08,35.89
1967,Chhattisgarh,Raigarh,834.83,3.4,0,0,1000,0,3666.67,1.5,428.57,0,67.77,99.22,98.38,98.72,97.08,35.89
1968,Chhattisgarh,Raigarh,786.68,8.1,0,0,1000,0,3625,1.6,571.43,0,67.77,99.22,98.38,98.72,97.08,35.89
1969,Chhattisgarh,Raigarh,744.71,12.3,0,0,666.67,0,3117.65,1.7,500,0,67.77,99.22,98.38,98.72,97.08,35.89
1970,Chhattisgarh,Raigarh,802.75,7.4,0,0,1000,0,3400,1.5,250,0,67.77,99.22,98.38,98.72,97.08,35.89
1971,Chhattisgarh,Raigarh,700.23,9.5,0,0,666.67,0,3250,1.6,666.67,0,67.77,99.22,98.38,98.72,97.08,35.89
1972,Chhattisgarh,Raigarh,616.57,9.9,0,0,666.67,0,3062.5,1.5,666.67,0,67.77,99.22,98.38,98.72,97.08,35.89
1973,Chhattisgarh,Raigarh,908.07,5.3,0,0,666.67,0,3333.33,1.5,333.33,0,67.77,99.22,98.38,98.72,97.08,35.89
1974,Chhattisgarh,Raigarh,654.59,13,0,0,666.67,0,3133.33,1.5,1000,0,67.77,99.22,98.38,98.72,97.08,35.89
1975,Chhattisgarh,Raigarh,888.26,7.4,0,0,666.67,0,3133.33,1.5,500,0,67.77,99.22,98.38,98.72,97.08,35.89
1976,Chhattisgarh,Raigarh,563.38,13.2,0,0,666.67,0,3266.67,1.4,500,0,67.77,99.22,98.38,98.72,97.08,35.89
1977,Chhattisgarh,Raigarh,977.01,10.3,0,0,666.67,0,3500,1.4,500,0,67.77,99.22,98.38,98.72,97.08,35.89
1978,Chhattisgarh,Raigarh,810.71,10,0,0,1000,0,3285.71,1.4,1000,0,67.77,99.22,98.38,98.72,97.08,35.89
1979,Chhattisgarh,Raigarh,411.98,15.6,0,0,750,0,2000,2.6,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1980,Chhattisgarh,Raigarh,903.8,11.8,0,0,750,0,2769.23,1.9,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1981,Chhattisgarh,Raigarh,876.07,11.3,0,0,750,0,3200,1.7,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1982,Chhattisgarh,Raigarh,728.3,23.7,0,0,500,0,3000,1.5,1000,0,67.77,99.22,98.38,98.72,97.08,35.89
1983,Chhattisgarh,Raigarh,964.54,13.2,0,0,1000,0,3666.67,1.2,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1984,Chhattisgarh,Raigarh,772.24,24.4,0,0,1000,0,3666.67,1,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1985,Chhattisgarh,Raigarh,963.61,14.7,0,0,1000,0,3500,1,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1986,Chhattisgarh,Raigarh,841.84,22.9,0,0,1000,0,3375,1.2,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1987,Chhattisgarh,Raigarh,816.33,23.6,0,0,1000,0,3285.71,1.2,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1988,Chhattisgarh,Raigarh,1014.24,33.4,0,0,1000,0,3428.57,1.3,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1989,Chhattisgarh,Raigarh,902.68,23.9,0,0,1000,0,3222.22,1,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1990,Chhattisgarh,Raigarh,964.36,22.29,0,0,1000,0,3214.29,0.1,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1991,Chhattisgarh,Raigarh,1106.46,27.88,0,0,1000,0,7179.49,0.32,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1992,Chhattisgarh,Raigarh,1054.84,31.52,0,0,1500,0,3200,0.05,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1993,Chhattisgarh,Raigarh,1229.72,26.26,0,0,1000,0,3392.86,0.19,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1994,Chhattisgarh,Raigarh,1337.46,29.29,0,0,500,0,3666.67,0.27,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1995,Chhattisgarh,Raigarh,1034.52,31.38,0,0,1000,0,3666.67,0.31,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1996,Chhattisgarh,Raigarh,1287.35,33.23,0,0,1000,0,3111.11,0.25,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1997,Chhattisgarh,Raigarh,816.3,34.59,0,0,1250,0,2818.18,0.26,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1998,Chhattisgarh,Raigarh,1115.76,28.9,0,0,1333.33,0,2875,1.01,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1999,Chhattisgarh,Raigarh,1131.18,36.22,0,0,0,0,3254.9,0.69,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2000,Chhattisgarh,Raigarh,564.73,40.61,0,0,785.71,0,283.02,0.7,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2001,Chhattisgarh,Raigarh,1252.02,38.87,0,0,1000,0,285.71,0.62,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2002,Chhattisgarh,Raigarh,678.1,39.27,0,0,1235.29,0,304.35,0.75,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2003,Chhattisgarh,Raigarh,1294.14,39.29,0,0,1000,0,280.7,0.84,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2004,Chhattisgarh,Raigarh,991.22,45.28,0,0,684.21,0,293.1,0.84,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2005,Chhattisgarh,Raigarh,991.22,46.36,0,0,684.21,0,293.1,0.81,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2006,Chhattisgarh,Raigarh,1040.07,48.53,0,0,923.08,0,197.53,0.78,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2007,Chhattisgarh,Raigarh,1259.04,49.17,0,0,1166.67,0.13,208.33,0.38,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2008,Chhattisgarh,Raigarh,1183.18,50.68,0,0,1500,0,220.59,0.36,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2009,Chhattisgarh,Raigarh,1118.31,51.83,0,0,1444.44,0,245.9,0.29,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2010,Chhattisgarh,Raigarh,1375.15,53.1,0,0,2000,0,177.42,0.6,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2011,Chhattisgarh,Raigarh,1430.41,56.85,0,0,818.18,0,571.43,0.62,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2012,Chhattisgarh,Raigarh,1517.28,55.99,0,0,800,0,321.43,0.55,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2013,Chhattisgarh,Raigarh,1387.92,53.83,0,0,692.31,0,300,0.59,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2014,Chhattisgarh,Raigarh,1608.68,58.84,0,0,833.33,0,513.51,0.59,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2015,Chhattisgarh,Raigarh,1013.29,59.02,0,0,1090.91,0,312.6,0.54,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2016,Chhattisgarh,Raigarh,1800.23,60.68,0,0,1373.74,0,176.44,0.54,0,0,67.77,99.22,98.38,98.72,97.08,35.89
2017,Chhattisgarh,Raigarh,1516.07,53.15,0,0,1604.17,0,205.34,0.431,0,0,67.77,99.22,98.38,98.72,97.08,35.89
1966,Chhattisgarh,Surguja,313.38,0.3,0,0,718.75,0,2833.33,0.5,50,0,50.76,82.93,95.11,99.05,72.22,83.18
1967,Chhattisgarh,Surguja,654.68,0.4,0,0,853.66,0,1800,0.5,100,0,50.76,82.93,95.11,99.05,72.22,83.18
1968,Chhattisgarh,Surguja,538.16,0.5,0,0,727.27,0,3000,0.6,71.43,0,50.76,82.93,95.11,99.05,72.22,83.18
1969,Chhattisgarh,Surguja,673.57,0.5,0,0,659.57,0,3571.43,0.7,83.33,0,50.76,82.93,95.11,99.05,72.22,83.18
1970,Chhattisgarh,Surguja,679.39,0.7,0,0,673.47,0,3428.57,0.7,90.91,0,50.76,82.93,95.11,99.05,72.22,83.18
1971,Chhattisgarh,Surguja,863.59,0.7,0,0,520.83,0,3000,0.7,100,0,50.76,82.93,95.11,99.05,72.22,83.18
1972,Chhattisgarh,Surguja,510.87,0.8,0,0,791.67,0,3142.86,0.6,111.11,0,50.76,82.93,95.11,99.05,72.22,83.18
1973,Chhattisgarh,Surguja,748.9,0.7,0,0,795.92,0,2142.86,0.6,125,0,50.76,82.93,95.11,99.05,72.22,83.18
1974,Chhattisgarh,Surguja,470.23,1.4,0,0,770.83,0,3166.67,0.6,142.86,0,50.76,82.93,95.11,99.05,72.22,83.18
1975,Chhattisgarh,Surguja,744.9,1,0,0,800,0,3000,0.7,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1976,Chhattisgarh,Surguja,472.3,1.5,0,0,632.65,0,3142.86,0.6,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1977,Chhattisgarh,Surguja,882.72,1,0,0,780,0,3166.67,1.4,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1978,Chhattisgarh,Surguja,654.48,1,0,0,745.1,0,2800,0.6,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1979,Chhattisgarh,Surguja,255.77,1.5,0,0,583.33,0,2000,1.2,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1980,Chhattisgarh,Surguja,801.23,1.4,0,0,740,0,3333.33,1.1,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1981,Chhattisgarh,Surguja,698.31,1.5,0,0,720,0,3200,0.9,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1982,Chhattisgarh,Surguja,734.34,1.8,0,0,580,0,3000,0.9,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1983,Chhattisgarh,Surguja,678.38,2.1,0,0,780,0,3000,1,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1984,Chhattisgarh,Surguja,666.06,2.7,0,0,823.53,0,3000,1,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1985,Chhattisgarh,Surguja,757.81,2.8,0,0,940,0,3750,0.6,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1986,Chhattisgarh,Surguja,761.9,3.7,0,0,895.83,0,3400,0.4,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1987,Chhattisgarh,Surguja,692.98,3.2,0,0,950,0,3250,0.5,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1988,Chhattisgarh,Surguja,801.7,3.5,0,0,809.52,0,2500,0.6,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1989,Chhattisgarh,Surguja,952.73,3.1,0,0,947.37,0,3000,0.7,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1990,Chhattisgarh,Surguja,1189.35,0.45,0,0,941.18,0,3333.33,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1991,Chhattisgarh,Surguja,855.36,0.45,0,0,878.79,0,1506.85,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1992,Chhattisgarh,Surguja,694.48,2.59,0,0,709.68,0,2647.06,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1993,Chhattisgarh,Surguja,791.16,1.72,0,0,937.5,0,3428.57,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1994,Chhattisgarh,Surguja,1112.86,1.5,0,0,727.27,0,3333.33,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1995,Chhattisgarh,Surguja,880.39,1.73,0,0,882.35,0,3250,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1996,Chhattisgarh,Surguja,1056.14,1.73,0,0,818.18,0,2857.14,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1997,Chhattisgarh,Surguja,808.61,1.71,0,0,923.57,0,3469.39,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1998,Chhattisgarh,Surguja,731.07,8.69,0,0,1000,0,1345.79,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1999,Chhattisgarh,Surguja,1136.67,4.04,0,0,0,0,3316.67,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2000,Chhattisgarh,Surguja,636.58,4.53,0,0,817.49,0,309.86,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2001,Chhattisgarh,Surguja,1333.56,4.4,0,0,954.92,0,320.39,0,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2002,Chhattisgarh,Surguja,680.51,5.18,0,0,740.74,0,303.37,0.03,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2003,Chhattisgarh,Surguja,1311.14,5.49,0,0,942.86,0,315.79,0.42,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2004,Chhattisgarh,Surguja,982.46,6.76,0,0,645.3,0,291.34,0.73,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2005,Chhattisgarh,Surguja,982.46,7.14,0,0,645.3,0,291.34,1.36,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2006,Chhattisgarh,Surguja,1054.18,7.11,0,0,794.76,0,142.86,2.1,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2007,Chhattisgarh,Surguja,1143.27,5.76,0,0,963.13,0,168.67,2.15,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2008,Chhattisgarh,Surguja,1176.01,5.78,0,0,1441.18,0,155.74,1.66,1000,0,50.76,82.93,95.11,99.05,72.22,83.18
2009,Chhattisgarh,Surguja,720.05,6.12,0,0,1096.45,0,242.04,1.14,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2010,Chhattisgarh,Surguja,1075.9,7.55,516.61,0,1210.53,0,285.71,1.48,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2011,Chhattisgarh,Surguja,1405.53,10.41,0,0,661.38,0,597.01,3.82,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2012,Chhattisgarh,Surguja,1632.47,10.82,0,0,597.88,0,333.33,4.54,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2013,Chhattisgarh,Surguja,1704.2,11.14,0,0,568.75,0,288.32,6.39,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2014,Chhattisgarh,Surguja,1801.22,11.87,0,0,745.34,0,649.17,7.53,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2015,Chhattisgarh,Surguja,1193.82,9.94,0,0.01,689.39,0.01,317.28,5.14,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2016,Chhattisgarh,Surguja,1732.96,9.37,0,0,1247.78,0,134.53,4.59,0,0,50.76,82.93,95.11,99.05,72.22,83.18
2017,Chhattisgarh,Surguja,1389.84,10.204,0,0,1250.37,0,292.49,5.996,0,0,50.76,82.93,95.11,99.05,72.22,83.18
1966,Madhya Pradesh,Jabalpur,176.47,8.2,0,0,656.25,0,1750,0.2,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1967,Madhya Pradesh,Jabalpur,558.33,8.7,0,0,860.36,0,1750,0.3,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1968,Madhya Pradesh,Jabalpur,362.9,10.7,0,0,737.09,0,1800,0.3,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1969,Madhya Pradesh,Jabalpur,487.1,12.7,0,0,656.41,0,2200,0.4,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1970,Madhya Pradesh,Jabalpur,650.63,11.6,0,0,707.45,0,1833.33,0.4,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1971,Madhya Pradesh,Jabalpur,715.39,12.5,0,0,528.09,0,4333.33,0.4,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1972,Madhya Pradesh,Jabalpur,439.81,11.4,0,0,944.13,0,1833.33,0.4,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1973,Madhya Pradesh,Jabalpur,531.25,5.1,0,0,886.36,0,1833.33,0.4,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1974,Madhya Pradesh,Jabalpur,326.01,10.1,0,0,789.47,0,2000,0.4,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1975,Madhya Pradesh,Jabalpur,759.12,9.5,0,0,798.91,0,2600,0.4,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1976,Madhya Pradesh,Jabalpur,487.36,10.7,0,0,691.43,0,2400,0.3,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1977,Madhya Pradesh,Jabalpur,900.69,8.7,0,0,754.49,0,2666.67,0.3,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1978,Madhya Pradesh,Jabalpur,701.03,11,0,0,698.11,0,2000,0.3,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1979,Madhya Pradesh,Jabalpur,12.62,6.3,0,0,335.48,0,1666.67,0.2,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1980,Madhya Pradesh,Jabalpur,500,9.3,0,0,763.01,0,2000,0.1,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1981,Madhya Pradesh,Jabalpur,336.2,9,0,0,782.35,0,2000,0.2,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1982,Madhya Pradesh,Jabalpur,479.93,9.7,0,0,594.29,0,2500,0.2,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1983,Madhya Pradesh,Jabalpur,671.96,9.3,0,0,874.17,0,2500,0.2,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1984,Madhya Pradesh,Jabalpur,342.34,10.2,0,0,807.23,0,2000,0.2,0,0,76.48,77.05,96.57,90.17,98.13,84.13
1985,Madhya Pradesh,Jabalpur,761.98,10.4,0,0,929.94,0,3000,0.2,0,0,76.48,77.05,96.57,90.17,98.13,84.13
