Year,District,ANNUAL RAINFALL (Millimeters)
2010,Nagaon,1448.4
2011,Nagaon,1127.5
2012,Nagaon,1245.5
2013,Nagaon,1132.2
2014,Nagaon,1340
2015,Nagaon,931.7
1966,Sibsagar,1919
1967,Sibsagar,2201
1968,Sibsagar,2203.5
1969,Sibsagar,741.8
1971,Sibsagar,2863.1
1972,Sibsagar,2540
1973,Sibsagar,2711.1
1974,Sibsagar,1970.2
1975,Sibsagar,1872.8
1976,Sibsagar,1934.5
1977,Sibsagar,1771
1978,Sibsagar,1471.4
1979,Sibsagar,763.8
1980,Sibsagar,-1
1981,Sibsagar,3063.5
1982,Sibsagar,2695.8
1983,Sibsagar,2726.9
1984,Sibsagar,1490
1985,Sibsagar,2491.9
1986,Sibsagar,2187.4
1987,Sibsagar,1963.3
1993,Sibsagar,1499.7
1994,Sibsagar,1504.6
1995,Sibsagar,1737.7
1996,Sibsagar,1690.9
1998,Sibsagar,1837.5
1999,Sibsagar,1971.9
2000,Sibsagar,1462.5
2001,Sibsagar,1084
2003,Sibsagar,2314.3
2004,Sibsagar,2175.9
2005,Sibsagar,1853.7
2006,Sibsagar,1413.7
2007,Sibsagar,1752.3
2008,Sibsagar,1671.8
2009,Sibsagar,1620.9
2010,Sibsagar,2336.3
2011,Sibsagar,1485
2012,Sibsagar,1661.5
2013,Sibsagar,1745.5
2014,Sibsagar,1487.6
2015,Sibsagar,1863.5
1966,Bilashpur,1236.4
1967,Bilashpur,1448.1
1968,Bilashpur,1068.6
1969,Bilashpur,1261.9
1970,Bilashpur,1285.1
1971,Bilashpur,1760.3
1972,Bilashpur,774.6
1973,Bilashpur,1377.1
1974,Bilashpur,646.4
1975,Bilashpur,706.5
1976,Bilashpur,718.7
1977,Bilashpur,1032.4
1978,Bilashpur,1918.2
1979,Bilashpur,894.5
1980,Bilashpur,1137.5
1981,Bilashpur,1026.6
1982,Bilashpur,1485.5
1983,Bilashpur,1383.9
1984,Bilashpur,873.5
1985,Bilashpur,1372.2
1986,Bilashpur,1028.8
1987,Bilashpur,1100.2
1988,Bilashpur,1553.6
1989,Bilashpur,777.7
1990,Bilashpur,1235.7
1991,Bilashpur,867.2
1992,Bilashpur,1039
1993,Bilashpur,902.6
1994,Bilashpur,1824.5
1995,Bilashpur,1501.9
1996,Bilashpur,1974.2
1997,Bilashpur,2176.8
1998,Bilashpur,2042.7
1999,Bilashpur,1292.6
2000,Bilashpur,855.1
2001,Bilashpur,852.4
2002,Bilashpur,757.2
2003,Bilashpur,1071.9
2004,Bilashpur,848
2005,Bilashpur,672.5
2006,Bilashpur,1183.1
2007,Bilashpur,1250.7
2008,Bilashpur,1298.7
2009,Bilashpur,1029.1
2010,Bilashpur,1069.7
2011,Bilashpur,1124.8
2012,Bilashpur,1009.1
2013,Bilashpur,1162.6
2014,Bilashpur,981.2
2015,Bilashpur,1202
1966,Chamba,1461.3
1967,Chamba,1167.8
1968,Chamba,1104.3
1969,Chamba,972.1
1970,Chamba,1079.8
1971,Chamba,1721.3
1972,Chamba,872.4
1973,Chamba,1062
1974,Chamba,883.5
1975,Chamba,1419.5
1976,Chamba,1589.6
1977,Chamba,1599.3
1978,Chamba,2064.2
1979,Chamba,1307.2
1980,Chamba,1378.1
1981,Chamba,1279.2
1982,Chamba,1614.9
1983,Chamba,1228
1984,Chamba,1090.5
1985,Chamba,1080.4
1986,Chamba,1605.1
1987,Chamba,1233
1988,Chamba,2040
1989,Chamba,1237
1990,Chamba,1535.1
1991,Chamba,1268.7
1992,Chamba,1993.5
1993,Chamba,1463.2
1994,Chamba,1804
1995,Chamba,1474.3
1996,Chamba,1503.4
1997,Chamba,2329.9
1998,Chamba,2081.4
1999,Chamba,2009.2
2000,Chamba,1131.9
2001,Chamba,2147.2
2002,Chamba,1379.4
2003,Chamba,2225.1
2004,Chamba,2121.4
2005,Chamba,1515.2
2006,Chamba,1397.3
2007,Chamba,533.4
2008,Chamba,477.5
2009,Chamba,431.3
2010,Chamba,1087.2
2011,Chamba,1052.9
2012,Chamba,1105.6
2013,Chamba,1310.5
2014,Chamba,1190.4
2015,Chamba,1541.4
1966,Kangra,2873
1967,Kangra,3481.6
1968,Kangra,1651.7
1969,Kangra,2250.2
1970,Kangra,2480.2
1971,Kangra,2276.2
1972,Kangra,1040.9
1973,Kangra,1586.8
1974,Kangra,1552.7
1975,Kangra,1610.8
1976,Kangra,2326.2
1977,Kangra,2432.2
1978,Kangra,1170.1
1979,Kangra,1248.8
1980,Kangra,2181.7
1981,Kangra,1451.9
1982,Kangra,1728.9
1983,Kangra,1875.7
1984,Kangra,1807.4
1985,Kangra,1996.8
1986,Kangra,1867.8
1987,Kangra,1517.1
1988,Kangra,2728.6
1989,Kangra,1693
1990,Kangra,2488
1991,Kangra,1945.5
1992,Kangra,2128
1993,Kangra,1419.4
1994,Kangra,2890.8
1995,Kangra,2290.7
1996,Kangra,1976
1997,Kangra,2107.2
1998,Kangra,2158
1999,Kangra,2018.7
2000,Kangra,1215.3
2001,Kangra,1383.2
2002,Kangra,1211.2
2003,Kangra,1624.5
2004,Kangra,1679.4
2005,Kangra,1717.9
2006,Kangra,2049.5
2007,Kangra,1610
2008,Kangra,1805.3
2009,Kangra,1209.9
2010,Kangra,1611.2
2011,Kangra,1875.8
2012,Kangra,2250.6
2013,Kangra,2403.5
2014,Kangra,1519
2015,Kangra,1996.4
1966,Kinnaur,711.3
1967,Kinnaur,736.8
1968,Kinnaur,458.4
1969,Kinnaur,561
1970,Kinnaur,380.1
1971,Kinnaur,333.7
1972,Kinnaur,693.7
1973,Kinnaur,634.4
1974,Kinnaur,921.4
1975,Kinnaur,1124.6
1976,Kinnaur,656.6
1977,Kinnaur,494.1
1978,Kinnaur,1090
1979,Kinnaur,652.2
1980,Kinnaur,547.6
1981,Kinnaur,880.3
1982,Kinnaur,1854.3
1983,Kinnaur,852.2
1984,Kinnaur,283.5
1985,Kinnaur,667.8
1986,Kinnaur,811.5
1987,Kinnaur,749.8
1988,Kinnaur,869.5
1989,Kinnaur,983.2
1990,Kinnaur,749.5
1991,Kinnaur,771.8
1992,Kinnaur,957.3
1993,Kinnaur,838.7
1994,Kinnaur,876.4
1995,Kinnaur,841.9
1996,Kinnaur,630.4
1997,Kinnaur,716.8
1998,Kinnaur,744.6
1999,Kinnaur,501.5
2000,Kinnaur,427.8
2001,Kinnaur,807.8
2002,Kinnaur,208.5
2003,Kinnaur,270.8
2004,Kinnaur,480.2
2005,Kinnaur,591.6
2006,Kinnaur,307.2
2007,Kinnaur,628.5
2008,Kinnaur,735.1
2009,Kinnaur,572
2010,Kinnaur,1069.8
2011,Kinnaur,581.5
2012,Kinnaur,522.8
2013,Kinnaur,1055
2014,Kinnaur,459.7
2015,Kinnaur,710.5
1966,Kullu,834
1967,Kullu,1010.8
1968,Kullu,842.1
1969,Kullu,992.5
1970,Kullu,619.1
1971,Kullu,604.5
1972,Kullu,694.2
1973,Kullu,486
1974,Kullu,429.5
1975,Kullu,744.7
1976,Kullu,1053.6
1977,Kullu,1465.2
1978,Kullu,1409.7
1979,Kullu,1130.3
1980,Kullu,872.4
1981,Kullu,894
1982,Kullu,1177.8
1983,Kullu,801.4
1984,Kullu,769
1985,Kullu,938.3
1986,Kullu,1399.2
1987,Kullu,1058
1988,Kullu,1472.5
1989,Kullu,968.5
1990,Kullu,1188.5
1991,Kullu,594.6
1992,Kullu,621
1993,Kullu,707.5
1994,Kullu,953.3
1995,Kullu,1092.1
1996,Kullu,850.4
1997,Kullu,1159.2
1998,Kullu,747.1
1999,Kullu,1386.4
2000,Kullu,1048.5
2001,Kullu,1088.8
2002,Kullu,816
2003,Kullu,865.7
2004,Kullu,1057.3
2005,Kullu,941.4
2006,Kullu,1008
2007,Kullu,851.4
2008,Kullu,1446
2009,Kullu,1178.7
2010,Kullu,1746.5
2011,Kullu,1319.6
2012,Kullu,1284.3
2013,Kullu,1291.7
2014,Kullu,1156.6
2015,Kullu,1253.6
1966,Lahul & Spiti,1125
1967,Lahul & Spiti,1432.3
1968,Lahul & Spiti,1331.4
1969,Lahul & Spiti,972.3
1970,Lahul & Spiti,734
1971,Lahul & Spiti,681.3
1972,Lahul & Spiti,927.9
1973,Lahul & Spiti,790.6
1974,Lahul & Spiti,536.7
1975,Lahul & Spiti,868.3
1976,Lahul & Spiti,829.8
1977,Lahul & Spiti,738.5
1978,Lahul & Spiti,845.5
1979,Lahul & Spiti,723.9
1980,Lahul & Spiti,813.4
1981,Lahul & Spiti,1085.6
1982,Lahul & Spiti,1021.5
1983,Lahul & Spiti,1019.3
1984,Lahul & Spiti,851.9
1985,Lahul & Spiti,1014.3
1986,Lahul & Spiti,1201.3
1987,Lahul & Spiti,848.7
1988,Lahul & Spiti,2052.4
1989,Lahul & Spiti,1084.1
1990,Lahul & Spiti,479.2
1991,Lahul & Spiti,562.5
1992,Lahul & Spiti,925.7
1993,Lahul & Spiti,668.9
1994,Lahul & Spiti,961
1995,Lahul & Spiti,1193.5
1996,Lahul & Spiti,208
1997,Lahul & Spiti,533.7
1998,Lahul & Spiti,463.5
1999,Lahul & Spiti,520.3
2000,Lahul & Spiti,442.9
2001,Lahul & Spiti,489.7
2002,Lahul & Spiti,560.3
2003,Lahul & Spiti,285.9
2004,Lahul & Spiti,773.1
2005,Lahul & Spiti,516.2
2006,Lahul & Spiti,362.4
2007,Lahul & Spiti,390.4
2008,Lahul & Spiti,287.1
2009,Lahul & Spiti,619.7
2010,Lahul & Spiti,813.8
2011,Lahul & Spiti,471.5
2012,Lahul & Spiti,455.4
2013,Lahul & Spiti,509.6
2014,Lahul & Spiti,538.6
2015,Lahul & Spiti,814.5
1966,Solan,1243.6
1967,Solan,1485.1
1968,Solan,1231.1
1969,Solan,1075
1970,Solan,1224.4
1971,Solan,1629.7
1972,Solan,1066.1
1973,Solan,759.2
1974,Solan,706.4
1975,Solan,925.3
1976,Solan,1560.7
1977,Solan,2070.3
1978,Solan,1548.3
1979,Solan,1120.2
1980,Solan,1072.2
1981,Solan,1175.2
1982,Solan,1594.6
1983,Solan,1375.5
1984,Solan,1088.5
1985,Solan,1440.9
1986,Solan,1385.1
1987,Solan,1182.9
1988,Solan,1972.2
1989,Solan,1467
1990,Solan,1777.1
1991,Solan,982.4
1992,Solan,1302
1993,Solan,1060.9
1994,Solan,1422
1995,Solan,1367.7
1996,Solan,667.6
1997,Solan,1205.6
1998,Solan,1347.1
1999,Solan,1108.5
2000,Solan,937.7
2001,Solan,676.6
2002,Solan,687.2
2003,Solan,833.1
2004,Solan,833.1
2005,Solan,851.8
2006,Solan,977.2
2007,Solan,1173.8
2008,Solan,1492.1
2009,Solan,882.1
2010,Solan,1377.3
2011,Solan,910.5
2012,Solan,1051.2
2013,Solan,1250.3
2014,Solan,1344.2
2015,Solan,1382.2
1966,Mandi,1753.1
1967,Mandi,1924.2
1968,Mandi,1219.8
1969,Mandi,1422.9
1970,Mandi,1416.6
1971,Mandi,1489.9
1972,Mandi,682.1
1973,Mandi,966.3
1974,Mandi,759.5
1975,Mandi,902.6
1976,Mandi,1292.5
1977,Mandi,1390
1978,Mandi,1401.1
1979,Mandi,1381.6
1980,Mandi,789.8
1981,Mandi,1577.1
1982,Mandi,1561.4
1983,Mandi,1250.6
1984,Mandi,877.6
1985,Mandi,1491
1986,Mandi,1864.2
1987,Mandi,1294.7
1988,Mandi,2289.3
1989,Mandi,1444.4
1990,Mandi,2168.6
1991,Mandi,1135.3
1992,Mandi,1967.6
1993,Mandi,1521.5
1994,Mandi,1508
1995,Mandi,1286.5
1996,Mandi,2224.3
1997,Mandi,2122.1
1998,Mandi,1624.3
1999,Mandi,1972.8
2000,Mandi,1392.3
2001,Mandi,1391.4
2002,Mandi,1118.9
2003,Mandi,1453.9
2004,Mandi,1212.1
2005,Mandi,1263
2006,Mandi,1294
2007,Mandi,1472.3
2008,Mandi,1300.5
2009,Mandi,965.2
2010,Mandi,1483.6
2011,Mandi,1464.9
2012,Mandi,1443.2
2013,Mandi,1573.6
2014,Mandi,1620.7
2015,Mandi,1524.5
1966,Shimla,1303.4
1967,Shimla,1488.7
1968,Shimla,1317.1
1969,Shimla,1134
1970,Shimla,1017.9
1971,Shimla,1053.4
1972,Shimla,677.8
1973,Shimla,1046.9
1974,Shimla,782.7
1975,Shimla,1013.7
1976,Shimla,948.8
1977,Shimla,1042.2
1978,Shimla,1348
1979,Shimla,1365.2
1980,Shimla,990.7
1981,Shimla,1183.2
1982,Shimla,1374.4
1983,Shimla,1196.4
1984,Shimla,753.8
1985,Shimla,1053.9
1986,Shimla,1043.9
1987,Shimla,853.2
1988,Shimla,1484.5
1989,Shimla,925.2
1990,Shimla,1236.8
1991,Shimla,799.4
1992,Shimla,1145.5
1993,Shimla,1024.8
1994,Shimla,1132.8
1995,Shimla,1254.9
1996,Shimla,1037.4
1997,Shimla,1243.7
1998,Shimla,1027.3
1999,Shimla,937.6
2000,Shimla,1048.4
2001,Shimla,929.7
2002,Shimla,825.5
2003,Shimla,927
2004,Shimla,985.4
2005,Shimla,1031.5
2006,Shimla,1185.6
2007,Shimla,884.7
2008,Shimla,1237.6
2009,Shimla,726.7
2010,Shimla,1272.7
2011,Shimla,913.2
2012,Shimla,849.9
2013,Shimla,1027
2014,Shimla,1080.5
2015,Shimla,1088.7
1966,Sirmaur,1588.7
1967,Sirmaur,1958.5
1968,Sirmaur,1527.3
1969,Sirmaur,1278.7
1970,Sirmaur,1397.7
1971,Sirmaur,1394.1
1972,Sirmaur,890.8
1973,Sirmaur,1528.6
1974,Sirmaur,655.8
1975,Sirmaur,1145.7
1976,Sirmaur,1127.2
1977,Sirmaur,1470.5
1978,Sirmaur,1350.6
1979,Sirmaur,1049.5
1980,Sirmaur,1395.9
1981,Sirmaur,1179.5
1982,Sirmaur,1634.8
1983,Sirmaur,1606.4
1984,Sirmaur,1055
1985,Sirmaur,1698.9
1986,Sirmaur,1175.8
1987,Sirmaur,1038.2
1988,Sirmaur,2108.8
1989,Sirmaur,1365.5
1990,Sirmaur,1991.6
1991,Sirmaur,924.9
1992,Sirmaur,1413.2
1993,Sirmaur,1106.6
1994,Sirmaur,1542.2
1995,Sirmaur,1844.9
1996,Sirmaur,1886.1
1997,Sirmaur,1544.5
1998,Sirmaur,1602.5
1999,Sirmaur,1613.2
2000,Sirmaur,1011.4
2001,Sirmaur,985.8
2002,Sirmaur,989.3
2003,Sirmaur,1403.2
2004,Sirmaur,1203.3
2005,Sirmaur,1224.5
2006,Sirmaur,1476
2007,Sirmaur,1276.3
2008,Sirmaur,1422.1
2009,Sirmaur,974.9
2010,Sirmaur,1903.9
2011,Sirmaur,1624.9
2012,Sirmaur,1099.5
2013,Sirmaur,1807.5
2014,Sirmaur,1360.8
2015,Sirmaur,1186.8
1966,Alappuzha,2629.5
1967,Alappuzha,2687.3
1968,Alappuzha,3502.1
1969,Alappuzha,2769
1970,Alappuzha,2266
1971,Alappuzha,2657
1972,Alappuzha,2914.5
1973,Alappuzha,2627.5
1974,Alappuzha,2771.1
1975,Alappuzha,3922.6
1976,Alappuzha,2117.3
1977,Alappuzha,3325.3
1978,Alappuzha,3403.1
1979,Alappuzha,2415.5
1980,Alappuzha,3126.2
1981,Alappuzha,3596.2
1982,Alappuzha,2233.1
1983,Alappuzha,2235
1984,Alappuzha,2166.5
1985,Alappuzha,2710.4
1986,Alappuzha,1882.2
1987,Alappuzha,2542.8
1988,Alappuzha,2758.8
1989,Alappuzha,2780.6
1990,Alappuzha,2693
1991,Alappuzha,2681
1992,Alappuzha,3112
1993,Alappuzha,3003.4
1994,Alappuzha,2643.4
1995,Alappuzha,2783.2
1996,Alappuzha,2248.5
1997,Alappuzha,3098.7
1998,Alappuzha,3097
1999,Alappuzha,3104
2000,Alappuzha,2681
2001,Alappuzha,2827
2002,Alappuzha,2565.4
2003,Alappuzha,2324.9
2004,Alappuzha,2796.1
2005,Alappuzha,2985
2006,Alappuzha,3053
2007,Alappuzha,3113.4
2008,Alappuzha,2584.9
2009,Alappuzha,2458.1
2010,Alappuzha,3058.5
2011,Alappuzha,2602.3
2012,Alappuzha,1845.7
2013,Alappuzha,2823.9
2014,Alappuzha,2469
2015,Alappuzha,2345.5
1966,Kannur,2640.6
1967,Kannur,3058.3
1968,Kannur,4471.1
1969,Kannur,2668.2
1970,Kannur,2796.1
1971,Kannur,3252.3
1972,Kannur,2908.7
1973,Kannur,2688.7
1974,Kannur,3104.6
1975,Kannur,3988.7
1976,Kannur,2327.5
1977,Kannur,3445.9
1978,Kannur,3798.3
1979,Kannur,2728.2
1980,Kannur,3564.3
1981,Kannur,3731.8
1982,Kannur,2580.1
1983,Kannur,3392.1
1984,Kannur,3529.6
1985,Kannur,3545.4
1986,Kannur,2776.7
1987,Kannur,2139.9
1988,Kannur,3337.3
1989,Kannur,2958.8
1990,Kannur,3214
1991,Kannur,3567
1992,Kannur,4125
1993,Kannur,3029.6
1994,Kannur,4259.6
1995,Kannur,2775
1996,Kannur,3315.8
1997,Kannur,3976.9
1998,Kannur,3482.8
1999,Kannur,3037
2000,Kannur,2918
2001,Kannur,3048
2002,Kannur,3144.7
2003,Kannur,2864.4
2004,Kannur,3422.5
2005,Kannur,3367
2006,Kannur,3479
2007,Kannur,4112.1
2008,Kannur,2455
2009,Kannur,3524.3
2010,Kannur,3500.7
2011,Kannur,3473.3
2012,Kannur,2666.9
2013,Kannur,4022.4
2014,Kannur,3533.5
2015,Kannur,2980.8
1966,Eranakulam,3135.8
1967,Eranakulam,3201.1
1968,Eranakulam,3616.2
1969,Eranakulam,3284.1
1970,Eranakulam,2969.8
1971,Eranakulam,3457.3
1972,Eranakulam,3390.7
1973,Eranakulam,2642.9
1974,Eranakulam,2714.5
1975,Eranakulam,3542.2
1976,Eranakulam,2420.7
1977,Eranakulam,3288.4
1978,Eranakulam,3881.4
1979,Eranakulam,2954.5
1980,Eranakulam,3256.3
1981,Eranakulam,2823.4
1982,Eranakulam,2244.3
1983,Eranakulam,3200.9
1984,Eranakulam,2484.4
1985,Eranakulam,2686
1986,Eranakulam,2123
1987,Eranakulam,2523.3
1988,Eranakulam,2971.1
1989,Eranakulam,2950.9
1990,Eranakulam,2467
1991,Eranakulam,3328
1992,Eranakulam,3531
1993,Eranakulam,3106.8
1994,Eranakulam,3839.6
1995,Eranakulam,3592.7
1996,Eranakulam,3211.2
1997,Eranakulam,3514.7
1998,Eranakulam,3318.4
1999,Eranakulam,3053
2000,Eranakulam,2658
2001,Eranakulam,3747.5
2002,Eranakulam,2893.8
2003,Eranakulam,2592
2004,Eranakulam,3203.7
2005,Eranakulam,3221
2006,Eranakulam,3880
2007,Eranakulam,4046.2
2008,Eranakulam,2874.2
2009,Eranakulam,3220.5
2010,Eranakulam,4071.5
2011,Eranakulam,3371.4
2012,Eranakulam,2610.2
2013,Eranakulam,3658.2
2014,Eranakulam,3435.5
2015,Eranakulam,2891.5
1966,Kottayam,2940.9
1967,Kottayam,2894.3
1968,Kottayam,4501.2
1969,Kottayam,3048.9
1970,Kottayam,3076.6
1971,Kottayam,3512.5
1972,Kottayam,2550.1
1973,Kottayam,2029.3
1974,Kottayam,3115.2
1975,Kottayam,3628.8
1976,Kottayam,2281.9
1977,Kottayam,3183.6
1978,Kottayam,3604.7
1979,Kottayam,2900.9
1980,Kottayam,3041.5
1981,Kottayam,3079
1982,Kottayam,2200.6
1983,Kottayam,2319.6
1984,Kottayam,2438.8
1985,Kottayam,2975
1986,Kottayam,2141.8
1987,Kottayam,1638.5
1988,Kottayam,2208.6
1989,Kottayam,2545.6
1990,Kottayam,2913
1991,Kottayam,2954
1992,Kottayam,3381
1993,Kottayam,3107.5
1994,Kottayam,3299.4
1995,Kottayam,3354.3
1996,Kottayam,2547.3
1997,Kottayam,3146.8
1998,Kottayam,3398.9
1999,Kottayam,2957
2000,Kottayam,2412
2001,Kottayam,3175.8
2002,Kottayam,2777.1
2003,Kottayam,2778.6
2004,Kottayam,2913.4
2005,Kottayam,3039
2006,Kottayam,3725
2007,Kottayam,3490.7
2008,Kottayam,2533.8
2009,Kottayam,2363.8
2010,Kottayam,3671.4
2011,Kottayam,3289.1
2012,Kottayam,2298.7
2013,Kottayam,3605.6
2014,Kottayam,3349.8
2015,Kottayam,3004.2
1966,Kozhikode,2809.4
1967,Kozhikode,2968.2
1968,Kozhikode,4206.1
1969,Kozhikode,3038.8
1970,Kozhikode,3752.8
1971,Kozhikode,3861.5
1972,Kozhikode,3235.9
1973,Kozhikode,2991.7
1974,Kozhikode,3936.4
1975,Kozhikode,4500.6
1976,Kozhikode,2610.7
1977,Kozhikode,4688.4
1978,Kozhikode,4507.5
1979,Kozhikode,3267
1980,Kozhikode,3133.2
1981,Kozhikode,3470.7
1982,Kozhikode,2963.9
1983,Kozhikode,3283.1
1984,Kozhikode,2914.4
1985,Kozhikode,2910.4
1986,Kozhikode,2893.3
1987,Kozhikode,2644.9
1988,Kozhikode,3268.8
1989,Kozhikode,2715.4
1990,Kozhikode,3007
1991,Kozhikode,3265
1992,Kozhikode,3613
1993,Kozhikode,2785.5
1994,Kozhikode,4281
1995,Kozhikode,3441.8
1996,Kozhikode,2993.1
1997,Kozhikode,3460.1
1998,Kozhikode,3382.1
1999,Kozhikode,2819
2000,Kozhikode,2191
2001,Kozhikode,2778.3
2002,Kozhikode,2710.8
2003,Kozhikode,2273.2
2004,Kozhikode,3348.2
2005,Kozhikode,3163
2006,Kozhikode,3777
2007,Kozhikode,4701.2
2008,Kozhikode,3328.3
2009,Kozhikode,3990.9
2010,Kozhikode,3873.8
2011,Kozhikode,3972.7
2012,Kozhikode,2929.8
2013,Kozhikode,3843.6
2014,Kozhikode,3566.1
2015,Kozhikode,2870.1
1966,Malappuram,2556.8
1967,Malappuram,2473
1968,Malappuram,3316
1969,Malappuram,2766.1
1970,Malappuram,2803.5
1971,Malappuram,3081.6
1972,Malappuram,2665
1973,Malappuram,2089.5
1974,Malappuram,3045.8
1975,Malappuram,3630.2
1976,Malappuram,2069.5
1977,Malappuram,3018.8
1978,Malappuram,3462.8
1979,Malappuram,1089.8
1980,Malappuram,2998.6
1981,Malappuram,-1
1982,Malappuram,-1
1983,Malappuram,-1
1984,Malappuram,2242.6
1985,Malappuram,-1
1986,Malappuram,-1
1989,Malappuram,-1
1990,Malappuram,2722
1991,Malappuram,3000
1992,Malappuram,3067
1993,Malappuram,2406.2
1994,Malappuram,3499.3
1995,Malappuram,2813.6
1996,Malappuram,2452.6
1997,Malappuram,4059.6
1998,Malappuram,3031.9
1999,Malappuram,2852
2000,Malappuram,2529
2001,Malappuram,2670.6
2002,Malappuram,2279.8
2003,Malappuram,2205.3
2004,Malappuram,2625.8
2005,Malappuram,2554
2006,Malappuram,3307
2007,Malappuram,3528.4
2008,Malappuram,2144.8
2009,Malappuram,2497.8
2010,Malappuram,2618.5
2011,Malappuram,2940.9
2012,Malappuram,1986
2013,Malappuram,3214.9
2014,Malappuram,3133.1
2015,Malappuram,2487.6
1966,Palakkad,1868.2
1967,Palakkad,1830.1
1968,Palakkad,2280.3
1969,Palakkad,2297.4
1970,Palakkad,2354.1
1971,Palakkad,2735.6
1972,Palakkad,2271.1
1973,Palakkad,2109.4
1974,Palakkad,2192
1975,Palakkad,2942.5
1976,Palakkad,1555
1977,Palakkad,2325.6
1978,Palakkad,2093.3
1979,Palakkad,2358
1980,Palakkad,2720.2
1981,Palakkad,3015
1982,Palakkad,1791.9
1983,Palakkad,1977.2
1984,Palakkad,1730.4
1985,Palakkad,1772.6
1986,Palakkad,1622.4
1987,Palakkad,1592.5
1988,Palakkad,1754.9
1989,Palakkad,1653.3
1990,Palakkad,1771
1991,Palakkad,2403
1992,Palakkad,2334
1993,Palakkad,1877.9
1994,Palakkad,2722.9
1995,Palakkad,1967.2
1996,Palakkad,1891.1
1997,Palakkad,2414.1
1998,Palakkad,2416.7
1999,Palakkad,2122
2000,Palakkad,1831
2001,Palakkad,2033.8
2002,Palakkad,1750.3
2003,Palakkad,1728.5
2004,Palakkad,2225.3
2005,Palakkad,2353
2006,Palakkad,2629
2007,Palakkad,3266.7
2008,Palakkad,1883.7
2009,Palakkad,2416.3
2010,Palakkad,2455.2
2011,Palakkad,2610.6
2012,Palakkad,1697.9
2013,Palakkad,2570.8
2014,Palakkad,2278.5
2015,Palakkad,1985.2
1966,Kollam,2618.4
1967,Kollam,2613.3
1968,Kollam,3160.7
1969,Kollam,2145.3
1970,Kollam,2485.3
1971,Kollam,3066.4
1972,Kollam,2499.9
1973,Kollam,2364.1
1974,Kollam,2246.6
1975,Kollam,3082.1
1976,Kollam,1937.2
1977,Kollam,2602.7
1978,Kollam,2702.1
1979,Kollam,2250.2
1980,Kollam,2028.8
1981,Kollam,2422.6
1982,Kollam,1605.5
1983,Kollam,1757.1
1984,Kollam,2034.2
1985,Kollam,1870.5
1986,Kollam,1746.5
1987,Kollam,2344.6
1988,Kollam,2152.3
1989,Kollam,2453.4
1990,Kollam,2018
1991,Kollam,3035
1992,Kollam,3253
1993,Kollam,2899.5
1994,Kollam,2963
1995,Kollam,2968
1996,Kollam,2362.8
1997,Kollam,2636.5
1998,Kollam,2523
1999,Kollam,2886
2000,Kollam,2353
2001,Kollam,2505.6
2002,Kollam,2267
2003,Kollam,2023.5
2004,Kollam,2446.7
2005,Kollam,2696
2006,Kollam,2761
2007,Kollam,2743.3
2008,Kollam,2207.4
2009,Kollam,2062.4
2010,Kollam,2788.6
2011,Kollam,2293.1
2012,Kollam,1655.6
2013,Kollam,2688.9
2014,Kollam,2511.4
2015,Kollam,2336.4
1966,Thrissur,2933.6
1967,Thrissur,2781.2
1968,Thrissur,3603
1969,Thrissur,2699.1
1970,Thrissur,2329.5
1971,Thrissur,3490.1
1972,Thrissur,2777
1973,Thrissur,1903
1974,Thrissur,2720.3
1975,Thrissur,3726.6
1976,Thrissur,2164.7
1977,Thrissur,3540.9
1978,Thrissur,3500.6
1979,Thrissur,3016.8
1980,Thrissur,3463.1
1981,Thrissur,3519.6
1982,Thrissur,2645.4
1983,Thrissur,2897.3
1984,Thrissur,2834.8
1985,Thrissur,2741.3
1986,Thrissur,2308.5
1987,Thrissur,2350.1
1988,Thrissur,2648.8
1989,Thrissur,-1
1990,Thrissur,2757
1991,Thrissur,3392
1992,Thrissur,3868
1993,Thrissur,3055.4
1994,Thrissur,3864.9
1995,Thrissur,3262.2
1996,Thrissur,2362.2
1997,Thrissur,3095.5
1998,Thrissur,3337.5
1999,Thrissur,2767
2000,Thrissur,2074
2001,Thrissur,2773.6
2002,Thrissur,2529.7
2003,Thrissur,2248.3
2004,Thrissur,2927.7
2005,Thrissur,3072
2006,Thrissur,3492
2007,Thrissur,3960.2
2008,Thrissur,2310.1
2009,Thrissur,3041
2010,Thrissur,3136.4
2011,Thrissur,3142.6
2012,Thrissur,2361.4
2013,Thrissur,3184
2014,Thrissur,2777.6
2015,Thrissur,2593.9
1966,Thiruvananthapuram,1874
1967,Thiruvananthapuram,1783.5
1968,Thiruvananthapuram,2599.3
1969,Thiruvananthapuram,1647.5
1970,Thiruvananthapuram,1502.7
1971,Thiruvananthapuram,2206.8
1972,Thiruvananthapuram,2086.6
1973,Thiruvananthapuram,1917.4
1974,Thiruvananthapuram,1902.9
1975,Thiruvananthapuram,2350.7
1976,Thiruvananthapuram,965.7
1977,Thiruvananthapuram,1847.3
1978,Thiruvananthapuram,2005.6
1979,Thiruvananthapuram,1499.7
1980,Thiruvananthapuram,1307.3
1981,Thiruvananthapuram,1452.7
1982,Thiruvananthapuram,1084.5
1983,Thiruvananthapuram,875.5
1984,Thiruvananthapuram,1194.6
1985,Thiruvananthapuram,1214.9
1986,Thiruvananthapuram,1144.6
1987,Thiruvananthapuram,1873
1988,Thiruvananthapuram,1635.9
